#[0]step() [1]time(s) [2]xmin(m) [3]xmax(m) [4]ymin(m) [5]ymax(m) [6]zmin(m) [7]zmax(m) [8]pxmin(kg*m/s) [9]pxmax(kg*m/s) [10]pymin(kg*m/s) [11]pymax(kg*m/s) [12]pzmin(kg*m/s) [13]pzmax(kg*m/s) [14]gmin() [15]gmax() [16]wmin(1/m) [17]wmax(1/m)
2168 2.50564567501589e-13 2.59861291478918e-09 6.99999036797967e-05 0.00000000000000e+00 0.00000000000000e+00 1.01259698334647e-11 2.99999926778046e-05 -1.31577757143016e-21 2.47219373235968e-20 -5.85255181676857e-24 5.97281641218354e-24 -7.40977326622239e-21 7.36821051968602e-21 1.00000000616962e+00 9.45099340398906e+01 2.17744964096033e+10 2.17744964096033e+10
2176 2.51489160001595e-13 7.59799385777808e-10 6.99999993319521e-05 0.00000000000000e+00 0.00000000000000e+00 4.28898158206733e-11 2.99998212722184e-05 -1.28639659989958e-21 2.56078939055801e-20 -5.86081234176119e-24 5.96752539435091e-24 -7.58294543567821e-21 7.71261763235339e-21 1.00000002449848e+00 9.77999316198660e+01 2.17744964096033e+10 2.17744964096033e+10
2184 2.52413752501600e-13 1.05648676022150e-08 6.99999947021234e-05 0.00000000000000e+00 0.00000000000000e+00 2.61681082415499e-11 2.99999328561425e-05 -1.29397211003170e-21 2.63078388287341e-20 -5.85622792493964e-24 5.96474902750728e-24 -7.72889269457040e-21 7.89220214379846e-21 1.00000001123850e+00 1.00409319760669e+02 2.17744964096033e+10 2.17744964096033e+10
2192 2.53338345001606e-13 6.05799534450970e-10 6.99999286976776e-05 0.00000000000000e+00 0.00000000000000e+00 3.29022296265287e-11 2.99999958083354e-05 -1.23699626261896e-21 2.68141680106557e-20 -5.85995484356570e-24 5.96319555340651e-24 -7.84121160780717e-21 7.92367593018962e-21 1.00000000348834e+00 1.02304116605144e+02 2.17744964096033e+10 2.17744964096033e+10
2200 2.54262937501612e-13 5.86212422649698e-10 6.99999968093764e-05 0.00000000000000e+00 0.00000000000000e+00 3.94450647000004e-13 2.99999763935148e-05 -1.22215541361801e-21 2.71186520250317e-20 -5.86487244111281e-24 5.95918747074407e-24 -7.92529997319837e-21 7.80749510648214e-21 1.00000000316904e+00 1.03460617328435e+02 2.17744964096033e+10 2.17744964096033e+10
2208 2.55187530001617e-13 2.99564774936351e-09 6.99999737971769e-05 0.00000000000000e+00 0.00000000000000e+00 1.75652908370583e-12 2.99999843502789e-05 -1.30869679284718e-21 2.72100786422294e-20 -5.86073972338886e-24 5.96041147660736e-24 -7.97575875240863e-21 7.52628017204857e-21 1.00000000798687e+00 1.03833804454819e+02 2.17744964096033e+10 2.17744964096033e+10
2216 2.56112122501623e-13 1.14904909776781e-11 6.99999855212682e-05 0.00000000000000e+00 0.00000000000000e+00 4.84884774949212e-11 2.99998923129331e-05 -1.33594543048793e-21 2.70803417607123e-20 -5.87219862315187e-24 5.96283987399189e-24 -7.99392845426720e-21 7.04085074365606e-21 1.00000000582572e+00 1.03396843121823e+02 2.17744964096033e+10 2.17744964096033e+10
2224 2.57036715001629e-13 5.38484367964611e-09 6.99999360914586e-05 0.00000000000000e+00 0.00000000000000e+00 7.36876169078141e-11 2.99999964023901e-05 -1.36006605289372e-21 2.67177171357926e-20 -5.87559851840767e-24 5.95485717960307e-24 -7.97564385286273e-21 6.37760098269195e-21 1.00000001103914e+00 1.02104906537626e+02 2.17744964096033e+10 2.17744964096033e+10
2232 2.57961307501634e-13 6.01302094498348e-09 6.99999924173589e-05 0.00000000000000e+00 0.00000000000000e+00 1.30386662291444e-11 2.99999858558375e-05 -1.29910762847292e-21 2.61073469826008e-20 -5.86645779221727e-24 5.95338747452040e-24 -7.91842659528604e-21 6.46914463202566e-21 1.00000000271088e+00 9.99044016893226e+01 2.17744964096033e+10 2.17744964096033e+10
2240 2.58885900001640e-13 1.81664019035853e-09 6.99998814959292e-05 0.00000000000000e+00 0.00000000000000e+00 3.49776668293793e-11 2.99999997656264e-05 -1.33910865002081e-21 2.52316241723185e-20 -5.87743990819676e-24 5.93869901710767e-24 -7.81909941710724e-21 6.34622623783253e-21 1.00000001208206e+00 9.67321062026153e+01 2.17744964096033e+10 2.17744964096033e+10
2248 2.59810492501646e-13 4.44670239751338e-10 6.99999281228387e-05 0.00000000000000e+00 0.00000000000000e+00 2.77962190618113e-11 2.99999899331879e-05 -1.34167405775506e-21 2.40724429636367e-20 -5.87546103101869e-24 5.93557403601944e-24 -7.67178081400310e-21 6.29460019789262e-21 1.00000000645838e+00 9.25212024120590e+01 2.17744964096033e+10 2.17744964096033e+10
2256 2.60735085001652e-13 6.77294674682605e-10 6.99999446236136e-05 0.00000000000000e+00 0.00000000000000e+00 2.89812115923846e-11 2.99999260135175e-05 -1.29614022783860e-21 2.26007419933578e-20 -5.87925393846746e-24 5.93855842012546e-24 -7.46896580471480e-21 6.37467711427678e-21 1.00000003775106e+00 8.71664011589988e+01 2.17744964096033e+10 2.17744964096033e+10
2264 2.61659677501657e-13 3.03467212252626e-09 6.99999732630906e-05 0.00000000000000e+00 0.00000000000000e+00 9.68107777781337e-12 2.99999806729484e-05 -1.38646417454331e-21 2.07818332159147e-20 -5.87370731617502e-24 5.93697121878221e-24 -7.19934983950717e-21 6.58676003442268e-21 1.00000003719503e+00 8.05413045555434e+01 2.17744964096033e+10 2.17744964096033e+10
2272 2.62584270001663e-13 1.27548869496183e-09 6.99999772683941e-05 0.00000000000000e+00 0.00000000000000e+00 7.57712714995781e-12 2.99999800320978e-05 -1.24390138704629e-21 1.94090968021851e-20 -5.88725425172043e-24 5.94325950634601e-24 -6.84558775091367e-21 6.95156089953686e-21 1.00000001896781e+00 7.50190439773521e+01 2.17744964096033e+10 2.17744964096033e+10
2280 2.63508862501669e-13 8.45423191861663e-09 6.99999469485275e-05 0.00000000000000e+00 0.00000000000000e+00 2.05059008374876e-11 2.99999940422607e-05 -1.44080056977108e-21 1.80179551017831e-20 -5.88389443031446e-24 5.94112342217338e-24 -6.58838556250087e-21 7.31354717288525e-21 1.00000001865168e+00 6.99400221882273e+01 2.17744964096033e+10 2.17744964096033e+10
2288 2.64433455001674e-13 1.83499071696719e-08 6.99999646863357e-05 0.00000000000000e+00 0.00000000000000e+00 5.66511409248846e-11 2.99999936959972e-05 -1.32266389070852e-21 1.69689587509229e-20 -5.88682733600418e-24 5.94099853704573e-24 -6.25431663989310e-21 7.50443862684016e-21 1.00000004262625e+00 6.79488300170909e+01 2.17744964096033e+10 2.17744964096033e+10
2296 2.65358047501680e-13 1.20664877988872e-08 6.99999525849413e-05 0.00000000000000e+00 0.00000000000000e+00 3.46995750445070e-11 2.99999482147525e-05 -1.44941973280987e-21 1.72339735126965e-20 -5.87702424766311e-24 5.94664236179794e-24 -5.99382429499096e-21 7.55430648200895e-21 1.00000003464902e+00 6.89104573016458e+01 2.17744964096033e+10 2.17744964096033e+10
2304 2.66282640001686e-13 1.77649581973711e-08 6.99998970413686e-05 0.00000000000000e+00 0.00000000000000e+00 1.15260929291421e-11 2.99999848557462e-05 -1.54446806644827e-21 1.69147199220787e-20 -5.86926257377872e-24 5.95223301303408e-24 -6.30236211110640e-21 7.47692134950578e-21 1.00000002606285e+00 6.77264614403827e+01 2.17744964096033e+10 2.17744964096033e+10
2312 2.67207232501691e-13 3.05215873182958e-09 6.99999826288424e-05 0.00000000000000e+00 0.00000000000000e+00 3.26281167103255e-11 2.99999820957804e-05 -1.65512951040921e-21 1.60454787361755e-20 -5.86113523254998e-24 5.94833271065978e-24 -6.11839462019899e-21 7.27188100278978e-21 1.00000001633499e+00 6.45148522568490e+01 2.17744964096033e+10 2.17744964096033e+10
2320 2.68131825001697e-13 4.75832610939844e-09 6.99999895343808e-05 0.00000000000000e+00 0.00000000000000e+00 4.14529313110500e-11 2.99999906158705e-05 -2.01833470594014e-21 1.56951427303313e-20 -5.86284183150966e-24 5.95317613514422e-24 -6.54195101151451e-21 6.93149404553360e-21 1.00000004127744e+00 6.13986155503546e+01 2.17744964096033e+10 2.17744964096033e+10
2328 2.69056417501703e-13 1.06501288017382e-08 6.99999567153252e-05 0.00000000000000e+00 0.00000000000000e+00 5.72908953949916e-12 2.99999911385001e-05 -2.08609849306453e-21 1.63377257461211e-20 -5.85537957067080e-24 5.95214571706908e-24 -6.78994866175014e-21 6.63521120397776e-21 1.00000001796033e+00 6.37444456370995e+01 2.17744964096033e+10 2.17744964096033e+10
2336 2.69981010001708e-13 3.61780798758423e-09 6.99999765814022e-05 0.00000000000000e+00 0.00000000000000e+00 3.75186156986402e-11 2.99999986569702e-05 -2.20753268744209e-21 1.66879402327770e-20 -5.85277487630744e-24 5.95139683984911e-24 -6.75822283539753e-21 7.14416688855138e-21 1.00000002528825e+00 6.50185197637872e+01 2.17744964096033e+10 2.17744964096033e+10
2344 2.70905602501714e-13 2.22351340423598e-09 6.99999876618945e-05 0.00000000000000e+00 0.00000000000000e+00 7.31523116049086e-11 2.99998651485785e-05 -2.57109635972785e-21 1.70438242203011e-20 -5.85213071009547e-24 5.95320071055028e-24 -6.94412040145803e-21 7.52687431685723e-21 1.00000007006452e+00 6.73990667347900e+01 2.17744964096033e+10 2.17744964096033e+10
2352 2.71830195001720e-13 5.73468309652870e-09 6.99999772297656e-05 0.00000000000000e+00 0.00000000000000e+00 3.29687339424930e-11 2.99999967985750e-05 -2.51327181295963e-21 1.97349734800785e-20 -5.86150897298813e-24 5.95902827346723e-24 -7.46072444144249e-21 7.89182792594214e-21 1.00000003453236e+00 7.72628790872350e+01 2.17744964096033e+10 2.17744964096033e+10
2360 2.72754787501725e-13 1.65270791453361e-09 6.99999737433387e-05 0.00000000000000e+00 0.00000000000000e+00 4.26657871867590e-11 2.99999875873100e-05 -2.77095233373540e-21 2.19957192095954e-20 -5.85793812485652e-24 5.94990041359646e-24 -7.86726935059906e-21 8.08115756622114e-21 1.00000003227832e+00 8.55458956843540e+01 2.17744964096033e+10 2.17744964096033e+10
2368 2.73679380001731e-13 5.83816252789187e-09 6.99999974565489e-05 0.00000000000000e+00 0.00000000000000e+00 1.12866098083865e-10 2.99999841232084e-05 -3.19696153077871e-21 2.38785750356390e-20 -5.86003038149786e-24 5.94887310392038e-24 -8.19058047973995e-21 8.11078726351744e-21 1.00000004699404e+00 9.24438694881225e+01 2.17744964096033e+10 2.17744964096033e+10
2376 2.74603972501737e-13 1.58348850029977e-08 6.99999874617344e-05 0.00000000000000e+00 0.00000000000000e+00 2.03509037489187e-12 2.99999770038659e-05 -2.85768690121746e-21 2.54202299965220e-20 -5.86142431346201e-24 5.95051600753562e-24 -8.44369012604499e-21 7.97672280624114e-21 1.00000003823723e+00 9.80887005406274e+01 2.17744964096033e+10 2.17744964096033e+10
2384 2.75528565001742e-13 1.89255321279873e-09 6.99999932509070e-05 0.00000000000000e+00 0.00000000000000e+00 5.01778896313035e-11 2.99999911936526e-05 -3.39291735520634e-21 2.66483197118006e-20 -5.85201108064996e-24 5.95422160662969e-24 -8.63893012591484e-21 7.65864188757855e-21 1.00000003768243e+00 1.02584203064598e+02 2.17744964096033e+10 2.17744964096033e+10
2392 2.76453157501748e-13 1.33493441513032e-08 6.99999625431116e-05 0.00000000000000e+00 0.00000000000000e+00 4.69078326765929e-11 2.99999868879358e-05 -3.63661042055260e-21 2.75876117310126e-20 -5.85940390318724e-24 5.95140640717056e-24 -8.78372364813471e-21 7.25804443386793e-21 1.00000001998730e+00 1.06020842864156e+02 2.17744964096033e+10 2.17744964096033e+10
2400 2.77377750001754e-13 5.60091855805315e-09 6.99999918566272e-05 0.00000000000000e+00 0.00000000000000e+00 2.97216573252293e-11 2.99999988994993e-05 -3.19785091758734e-21 2.82582838678843e-20 -5.85108374460527e-24 5.93477696924760e-24 -8.88377158679987e-21 7.20297303077689e-21 1.00000014242119e+00 1.08472698072478e+02 2.17744964096033e+10 2.17744964096033e+10
2408 2.78302342501759e-13 6.91254156146728e-10 6.99999258518377e-05 0.00000000000000e+00 0.00000000000000e+00 1.44364670229009e-14 2.99998757740895e-05 -3.76550397064745e-21 2.86807400297317e-20 -5.85725698799311e-24 5.93987601997830e-24 -8.94159842137992e-21 7.13987887356190e-21 1.00000006646373e+00 1.10012177125677e+02 2.17744964096033e+10 2.17744964096033e+10
2416 2.79226935001765e-13 2.99098224323544e-08 6.99999721186597e-05 0.00000000000000e+00 0.00000000000000e+00 8.14461983946401e-11 2.99999754482686e-05 -3.95999128517213e-21 2.88718329007731e-20 -5.85837365027667e-24 5.94058431812503e-24 -8.96177472629316e-21 6.96505346129677e-21 1.00000009373818e+00 1.10702248798723e+02 2.17744964096033e+10 2.17744964096033e+10
2424 2.80151527501771e-13 3.59365277313751e-09 6.99999977186250e-05 0.00000000000000e+00 0.00000000000000e+00 2.27401619060162e-11 2.99999737525282e-05 -3.61028364701042e-21 2.88482277194646e-20 -5.86736134439140e-24 5.93957433230035e-24 -8.94470369136971e-21 6.71440906749651e-21 1.00000003127693e+00 1.10601176073038e+02 2.17744964096033e+10 2.17744964096033e+10
2432 2.81076120001776e-13 7.99519251504531e-10 6.99999741888671e-05 0.00000000000000e+00 0.00000000000000e+00 1.20324000759618e-10 2.99999584665090e-05 -4.00427190035182e-21 2.86235488182034e-20 -5.87338391219349e-24 5.93637936818147e-24 -8.88864967727036e-21 6.86735186053610e-21 1.00000004044143e+00 1.09754619685954e+02 2.17744964096033e+10 2.17744964096033e+10
2440 2.82000712501782e-13 1.89133004973829e-09 6.99999877563164e-05 0.00000000000000e+00 0.00000000000000e+00 1.70661350584181e-11 2.99999710664793e-05 -4.12053954925461e-21 2.82052219884320e-20 -5.87249739376270e-24 5.94097516536344e-24 -8.80346011150001e-21 7.02806065718510e-21 1.00000017938630e+00 1.08199384912808e+02 2.17744964096033e+10 2.17744964096033e+10
2448 2.82925305001788e-13 1.04439944371852e-08 6.99999930583745e-05 0.00000000000000e+00 0.00000000000000e+00 1.78044253331452e-11 2.99999913808082e-05 -3.85389563181844e-21 2.76091829018531e-20 -5.87198583021979e-24 5.92832000464637e-24 -8.68284004936389e-21 7.56526390550253e-21 1.00000010782860e+00 1.05984702155910e+02 2.17744964096033e+10 2.17744964096033e+10
2456 2.83849897501794e-13 1.52327302443648e-08 6.99999566759771e-05 0.00000000000000e+00 0.00000000000000e+00 1.40764086788126e-11 2.99999751563215e-05 -4.17729632215019e-21 2.68418388509950e-20 -5.86910582642068e-24 5.93474196622573e-24 -8.52515440934615e-21 7.86859001438837e-21 1.00000004374212e+00 1.03131616350170e+02 2.17744964096033e+10 2.17744964096033e+10
2464 2.84774490001799e-13 9.39851962922421e-09 6.99999834750968e-05 0.00000000000000e+00 0.00000000000000e+00 6.16813341396995e-12 2.99999849461820e-05 -4.30473927307342e-21 2.59112338728532e-20 -5.86987655193312e-24 5.94452986336120e-24 -8.34018882324762e-21 7.99605725237122e-21 1.00000004814120e+00 9.96797270326673e+01 2.17744964096033e+10 2.17744964096033e+10
2472 2.85699082501805e-13 4.63840069284800e-09 6.99999770707748e-05 0.00000000000000e+00 0.00000000000000e+00 6.51091009957279e-11 2.99999991749279e-05 -4.24636488719605e-21 2.48282360134523e-20 -5.86481549331497e-24 5.94925811444213e-24 -8.11722740345667e-21 7.96048831140335e-21 1.00000021245313e+00 9.56558390893354e+01 2.17744964096033e+10 2.17744964096033e+10
2480 2.86623675001811e-13 2.67702454763349e-08 6.99999755813683e-05 0.00000000000000e+00 0.00000000000000e+00 3.20464674269679e-11 2.99999640672127e-05 -4.45321769568540e-21 2.35965771430603e-20 -5.86801114527895e-24 5.95247683833383e-24 -8.23006379439629e-21 7.77079001498005e-21 1.00000005520705e+00 9.10802881892618e+01 2.17744964096033e+10 2.17744964096033e+10
2488 2.87548267501816e-13 1.65169397438344e-09 6.99999922798033e-05 0.00000000000000e+00 0.00000000000000e+00 9.74214873811392e-12 2.99999940685744e-05 -4.48781307854922e-21 2.22248050384110e-20 -5.86612780118737e-24 5.96085755118147e-24 -8.38538596029748e-21 7.74188770503788e-21 1.00000036896206e+00 8.59839419005327e+01 2.17744964096033e+10 2.17744964096033e+10
2496 2.88472860001822e-13 6.57741814330694e-09 6.99999886784353e-05 0.00000000000000e+00 0.00000000000000e+00 1.13794654862480e-11 2.99999683930336e-05 -4.72682134350622e-21 2.15388928916817e-20 -5.86457536274217e-24 5.96001075115859e-24 -8.41292017303857e-21 7.98930233807602e-21 1.00000020343443e+00 8.22935324900990e+01 2.17744964096033e+10 2.17744964096033e+10
2504 2.89397452501828e-13 3.64923949994066e-09 6.99999844926808e-05 0.00000000000000e+00 0.00000000000000e+00 6.71708070186312e-11 2.99999866484282e-05 -4.78181235570586e-21 2.20630479050222e-20 -5.86465350312302e-24 5.97276626477156e-24 -8.31553155736929e-21 8.09411687912136e-21 1.00000007781863e+00 8.40080926479896e+01 2.17744964096033e+10 2.17744964096033e+10
2512 2.90322045001833e-13 5.80853116011726e-09 6.99999447940911e-05 0.00000000000000e+00 0.00000000000000e+00 5.70758989057599e-12 2.99999183896037e-05 -4.96152808659067e-21 2.36021360861099e-20 -5.85454266111502e-24 5.97372279555039e-24 -8.07516584596748e-21 8.06178338466634e-21 1.00000002591624e+00 8.97065408920793e+01 2.17744964096033e+10 2.17744964096033e+10
2520 2.91246637501839e-13 4.57262498171479e-08 6.99999926217708e-05 0.00000000000000e+00 0.00000000000000e+00 4.26213661328741e-12 2.99999757133041e-05 -5.10669580399837e-21 2.50593227565724e-20 -5.85145205305390e-24 5.97114141445592e-24 -7.91606579668638e-21 7.88708631863115e-21 1.00000001292226e+00 9.51042516852885e+01 2.17744964096033e+10 2.17744964096033e+10
2528 2.92171230001845e-13 8.04543129197152e-09 6.99999925198553e-05 0.00000000000000e+00 0.00000000000000e+00 2.81179799157204e-12 2.99999925760361e-05 -4.85010490469608e-21 2.64284955487744e-20 -5.85667383376673e-24 5.97186830596815e-24 -8.12945284304880e-21 7.53899589608815e-21 1.00000024042248e+00 1.00183838263053e+02 2.17744964096033e+10 2.17744964096033e+10
2536 2.93095822501850e-13 1.93947690864618e-09 6.99999965105661e-05 0.00000000000000e+00 0.00000000000000e+00 2.13505699495672e-11 2.99999874949824e-05 -5.11938173789101e-21 2.77079479444914e-20 -5.86164541015786e-24 5.96520776016179e-24 -8.24979293469303e-21 7.30411783511499e-21 1.00000005481312e+00 1.04930779160894e+02 2.17744964096033e+10 2.17744964096033e+10
2544 2.94020415001856e-13 2.66005604910598e-09 6.99999897336914e-05 0.00000000000000e+00 0.00000000000000e+00 2.74359527818520e-11 2.99998989048217e-05 -5.41951494285948e-21 2.88905278699646e-20 -5.86151039878480e-24 5.96631126735017e-24 -8.28317896573116e-21 7.51450164519869e-21 1.00000008337830e+00 1.09314831069570e+02 2.17744964096033e+10 2.17744964096033e+10
2552 2.94945007501862e-13 1.02751919613626e-08 6.99999902393963e-05 0.00000000000000e+00 0.00000000000000e+00 4.49882939460530e-11 2.99999758088345e-05 -4.91798024795151e-21 2.99756833213281e-20 -5.86486980233935e-24 5.96022583154475e-24 -8.22424474418231e-21 7.70970489503516e-21 1.00000011305618e+00 1.13340646477387e+02 2.17744964096033e+10 2.17744964096033e+10
2560 2.95869600001867e-13 2.79719979674952e-08 6.99999861790734e-05 0.00000000000000e+00 0.00000000000000e+00 2.17256473296107e-11 2.99999896753246e-05 -5.48083985910783e-21 3.09537261950890e-20 -5.86615489317365e-24 5.95975321933661e-24 -8.07461808557351e-21 7.88171905964929e-21 1.00000011056991e+00 1.16966223440032e+02 2.17744964096033e+10 2.17744964096033e+10
2568 2.96794192501873e-13 1.51230916333606e-09 6.99999995480302e-05 0.00000000000000e+00 0.00000000000000e+00 4.73585267648608e-11 2.99999712341469e-05 -5.59171545966176e-21 3.18280889762210e-20 -5.87605650251253e-24 5.94562963815301e-24 -7.82725185631292e-21 8.03807783542081e-21 1.00000008835306e+00 1.20210323554636e+02 2.17744964096033e+10 2.17744964096033e+10
2576 2.97718785001879e-13 1.31848132991903e-08 6.99999949692669e-05 0.00000000000000e+00 0.00000000000000e+00 6.42182724233881e-12 2.99999662135160e-05 -5.02178263618701e-21 3.25909326127884e-20 -5.87331604438384e-24 5.94303826488442e-24 -7.46089463180601e-21 8.17400442517269e-21 1.00000023254741e+00 1.23040586412956e+02 2.17744964096033e+10 2.17744964096033e+10
2584 2.98643377501884e-13 1.25487882880917e-08 6.99999908984578e-05 0.00000000000000e+00 0.00000000000000e+00 8.65753325602795e-12 2.99999952679661e-05 -5.53188985543989e-21 3.32371315960307e-20 -5.86935155352300e-24 5.94093276655137e-24 -7.41268412564542e-21 8.39403226065101e-21 1.00000019465995e+00 1.25437795314747e+02 2.17744964096033e+10 2.17744964096033e+10
2592 2.99567970001890e-13 4.89904176712851e-09 6.99999648916814e-05 0.00000000000000e+00 0.00000000000000e+00 6.89502416616215e-12 2.99999650813503e-05 -6.64190913159804e-21 3.37671314013956e-20 -5.86089988250125e-24 5.94892452268961e-24 -7.74492563057145e-21 8.72100083267606e-21 1.00000006951995e+00 1.27399866050502e+02 2.17744964096033e+10 2.17744964096033e+10
2600 3.00492562501896e-13 1.59217558094354e-08 6.99999981199011e-05 0.00000000000000e+00 0.00000000000000e+00 4.06346404713623e-12 2.99999848112488e-05 -6.61364156263008e-21 3.41752945704732e-20 -5.86677295324577e-24 5.94641861884339e-24 -7.98522668224075e-21 8.94620064490845e-21 1.00000023823514e+00 1.28913488876497e+02 2.17744964096033e+10 2.17744964096033e+10
2608 3.01417155001901e-13 7.40484083395975e-10 6.99999977039187e-05 0.00000000000000e+00 0.00000000000000e+00 1.36168180917896e-11 2.99998982355493e-05 -6.98540381005298e-21 3.44574310093180e-20 -5.85542906097224e-24 5.94936426893385e-24 -8.10582212780214e-21 9.08756186551723e-21 1.00000018292464e+00 1.29961509081603e+02 2.17744964096033e+10 2.17744964096033e+10
2616 3.02341747501907e-13 2.03746296376063e-09 6.99999824658229e-05 0.00000000000000e+00 0.00000000000000e+00 8.30314946099460e-11 2.99999711939756e-05 -7.63022578353564e-21 3.46087426227840e-20 -5.85741161681502e-24 5.95636919988692e-24 -8.11881021955008e-21 9.14915308818220e-21 1.00000014119705e+00 1.30524164169353e+02 2.17744964096033e+10 2.17744964096033e+10
2624 3.03266340001913e-13 1.36147323774526e-08 6.99999956992606e-05 0.00000000000000e+00 0.00000000000000e+00 1.45980443692178e-11 2.99999944389095e-05 -2.55736396960310e-20 3.46255636788546e-20 -5.84014023011196e-24 5.95536355915338e-24 -8.02527260086850e-21 8.57887250230483e-21 1.00000037318276e+00 1.30589309434289e+02 2.17744964096033e+10 2.17744964096033e+10
2632 3.04190932501918e-13 6.68870221531825e-09 6.99999344576188e-05 0.00000000000000e+00 0.00000000000000e+00 1.50570372583179e-11 2.99999993750211e-05 -2.49199207098262e-20 3.45050414372293e-20 -5.84437872893126e-24 5.96132260474323e-24 -7.83068659365719e-21 8.68604182802924e-21 1.00000019012331e+00 1.30152273879578e+02 2.17744964096033e+10 2.17744964096033e+10
2640 3.05115525001924e-13 3.71387602821821e-09 6.99999870970073e-05 0.00000000000000e+00 0.00000000000000e+00 5.45508017896309e-11 2.99999852543758e-05 -2.54198578991332e-20 3.42441331434907e-20 -5.84296801451221e-24 5.96347589164809e-24 -7.58772805349627e-21 8.49512660480892e-21 1.00000013602758e+00 1.29198643939366e+02 2.17744964096033e+10 2.17744964096033e+10
2648 3.06040117501930e-13 4.84006610666673e-08 6.99999953694636e-05 0.00000000000000e+00 0.00000000000000e+00 3.96679179959073e-12 2.99999704155138e-05 -2.56720194915359e-20 3.38369003438518e-20 -5.84299184538383e-24 5.97004643807268e-24 -7.46891794388605e-21 8.44794670711951e-21 1.00000011251741e+00 1.27709915318777e+02 2.17744964096033e+10 2.17744964096033e+10
2656 3.06964710001936e-13 1.03478918003454e-08 6.99999949304575e-05 0.00000000000000e+00 0.00000000000000e+00 2.29527273991098e-12 2.99999767800493e-05 -2.51822179114977e-20 3.32810977572280e-20 -5.85962660880997e-24 5.97486732445476e-24 -7.45880717707763e-21 8.38247937458846e-21 1.00000012148426e+00 1.25677573398046e+02 2.17744964096033e+10 2.17744964096033e+10
2664 3.07889302501941e-13 3.07785538641087e-08 6.99999815328658e-05 0.00000000000000e+00 0.00000000000000e+00 4.72387516104060e-11 2.99999381521130e-05 -2.53229936354631e-20 3.25676377022151e-20 -5.85270379101743e-24 5.96879237480496e-24 -7.54447504248920e-21 8.29903038175372e-21 1.00000005103367e+00 1.23070098780410e+02 2.17744964096033e+10 2.17744964096033e+10
2672 3.08813895001947e-13 2.21853327390448e-09 6.99999779595137e-05 0.00000000000000e+00 0.00000000000000e+00 9.40259606488272e-12 2.99999770472137e-05 -3.27048384923826e-20 2.95091729663561e-20 -5.85508203161224e-24 5.97590949941337e-24 -7.59888159192533e-21 7.13335303988644e-21 1.00000004129393e+00 1.20077377346540e+02 2.17744964096033e+10 2.17744964096033e+10
2680 3.09738487501953e-13 4.33011371072504e-08 6.99999941231007e-05 0.00000000000000e+00 0.00000000000000e+00 2.77948111947971e-11 2.99999760903018e-05 -3.23019095826201e-20 3.04226040153468e-20 -5.85049853347568e-24 5.97790383503249e-24 -7.61777129389472e-21 7.93346768089455e-21 1.00000004055069e+00 1.21455174189345e+02 2.17744964096033e+10 2.17744964096033e+10
2688 3.10663080001958e-13 3.13649914269568e-09 6.99999808210214e-05 0.00000000000000e+00 0.00000000000000e+00 1.27629786442527e-10 2.99999847621717e-05 -3.24217225201790e-20 3.12754347826337e-20 -5.85365496450246e-24 5.98254202855784e-24 -7.60963091610040e-21 7.47646356673476e-21 1.00000018013612e+00 1.21572638200813e+02 2.17744964096033e+10 2.17744964096033e+10
2696 3.11587672501964e-13 7.18681672868155e-09 6.99999660736224e-05 0.00000000000000e+00 0.00000000000000e+00 9.45955172844719e-12 2.99999828433413e-05 -3.27631153790233e-20 3.20645590075799e-20 -5.84710697250440e-24 5.98395841650436e-24 -7.57109793203635e-21 6.72256425138743e-21 1.00000001127302e+00 1.20469656330708e+02 2.17744964096033e+10 2.17744964096033e+10
2704 3.12512265001970e-13 1.83017995041704e-08 6.99999864859721e-05 0.00000000000000e+00 0.00000000000000e+00 1.37041441833786e-11 2.99999872329537e-05 -3.25124385673519e-20 3.27947754310188e-20 -5.85056746405640e-24 5.98750571513315e-24 -7.50023637548997e-21 7.14792100390814e-21 1.00000028780801e+00 1.22584150326105e+02 2.17744964096033e+10 2.17744964096033e+10
2712 3.13436857501975e-13 6.89351808144558e-09 6.99999968274608e-05 0.00000000000000e+00 0.00000000000000e+00 1.40795432393192e-11 2.99999906941932e-05 -3.23822192657886e-20 3.34645105729616e-20 -5.85441521353963e-24 5.99131818412588e-24 -7.39901822099274e-21 7.55058888140981e-21 1.00000005766046e+00 1.25037600096326e+02 2.17744964096033e+10 2.17744964096033e+10
2720 3.14361450001981e-13 1.35911498160861e-08 6.99999849697042e-05 0.00000000000000e+00 0.00000000000000e+00 5.83811238687906e-11 2.99999667739856e-05 -3.26923360289800e-20 3.40706718760197e-20 -5.85330910762262e-24 5.98487113520123e-24 -7.26507886166019e-21 6.85430964481639e-21 1.00000014785021e+00 1.27262317528656e+02 2.17744964096033e+10 2.17744964096033e+10
2728 3.15286042501987e-13 4.42025405891146e-08 6.99999825462472e-05 0.00000000000000e+00 0.00000000000000e+00 1.22447544555801e-11 2.99999966052695e-05 -3.25753984021485e-20 3.46119372478241e-20 -5.85285420940452e-24 5.99021472907435e-24 -6.10708305808905e-21 6.91496063339405e-21 1.00000006331997e+00 1.29249230470590e+02 2.17744964096033e+10 2.17744964096033e+10
