#[0]step() [1]time(s) [2]total_x(kg*m/s) [3]total_y(kg*m/s) [4]total_z(kg*m/s) [5]ele_x(kg*m/s) [6]ele_y(kg*m/s) [7]ele_z(kg*m/s) [8]ion_x(kg*m/s) [9]ion_y(kg*m/s) [10]ion_z(kg*m/s) [11]total_mean_x(kg*m/s) [12]total_mean_y(kg*m/s) [13]total_mean_z(kg*m/s) [14]ele_mean_x(kg*m/s) [15]ele_mean_y(kg*m/s) [16]ele_mean_z(kg*m/s) [17]ion_mean_x(kg*m/s) [18]ion_mean_y(kg*m/s) [19]ion_mean_z(kg*m/s)
1944 2.24675977501429e-13 3.84820469022987e-06 5.08688510719486e-11 1.88207184074617e-08 9.28963631629613e-07 -4.21948207385561e-11 6.34475952163347e-09 2.91924105860025e-06 9.30636718105047e-11 1.24759588858282e-08 8.26241445071877e-23 1.09219639811630e-27 4.04096424853719e-25 3.98912383930919e-23 -1.81191555376910e-27 2.72454492303779e-25 1.25357050621284e-22 3.99630835000169e-27 5.35738357403659e-25
1952 2.25600570001435e-13 3.86460269365207e-06 4.98651683777855e-11 1.46085185486911e-08 9.26909855541136e-07 -4.85620263811209e-11 1.80866350609456e-09 2.93769283811094e-06 9.84271947589064e-11 1.27998550425965e-08 8.29762232331000e-23 1.07064649871192e-27 3.13657002359426e-25 3.98030458430696e-23 -2.08533391971721e-27 7.76670093832808e-26 1.26149400623130e-22 4.22662691714105e-27 5.49646995335571e-25
1960 2.26525162501441e-13 3.88088454146307e-06 5.02487477105008e-11 8.51560484351177e-09 9.23309569516158e-07 -5.14102228804552e-11 -4.67760625702452e-09 2.95757497194691e-06 1.01658970590956e-10 1.31932111005363e-08 8.33258080017572e-23 1.07888226493732e-27 1.82837094643839e-25 3.96484435925446e-23 -2.20764019918479e-27 -2.00864167287854e-25 1.27003172410970e-22 4.36540472905944e-27 5.66538356575533e-25
1968 2.27449755001447e-13 3.90130661041380e-06 5.18583991111425e-11 3.73503339561734e-09 9.23265807341097e-07 -5.05896291936558e-11 -6.37545665393495e-09 2.97804080307270e-06 1.02448028304798e-10 1.01104900495523e-08 8.37642867501473e-23 1.11344281476215e-27 8.01942630032565e-26 3.96465643721979e-23 -2.17240254588016e-27 -2.73772678055006e-25 1.27882009128097e-22 4.39928817540446e-27 4.34161204061519e-25
1976 2.28374347501453e-13 3.92890844497756e-06 5.31363474129388e-11 2.06010935854572e-09 9.29766167888616e-07 -4.76500723854970e-11 -8.71677841316374e-09 2.99914227708894e-06 1.00786419798436e-10 1.07768877717095e-08 8.43569210176148e-23 1.14088142410339e-27 4.42322555692650e-26 3.99257006305111e-23 -2.04617310329305e-27 -3.74312915877328e-25 1.28788141404719e-22 4.32793595149982e-27 4.62777427015858e-25
1984 2.29298940001458e-13 3.95015175193596e-06 5.45155139397506e-11 2.34201398773885e-09 9.29254578672819e-07 -4.22543042792054e-11 -8.09275647532272e-09 3.02089717326314e-06 9.67698182189560e-11 1.04347704630616e-08 8.48130324267605e-23 1.17049327263631e-27 5.02849816310656e-26 3.99037321414639e-23 -1.81446987561735e-27 -3.47516379352785e-25 1.29722332712057e-22 4.15545642088998e-27 4.48086342614916e-25
1992 2.30223532501464e-13 3.96670346348794e-06 5.62983805134011e-11 6.46215892274030e-09 9.24305661650914e-07 -3.44011305400949e-11 -7.46371289142513e-10 3.04239780183702e-06 9.06995110534959e-11 7.20853021188281e-09 8.51684113936289e-23 1.20877289580509e-27 1.38747908606965e-25 3.96912174401487e-23 -1.47724157614165e-27 -3.20504205021606e-26 1.30645605347109e-22 3.89478736775183e-27 3.09546237716090e-25
2000 2.31148125001470e-13 3.98631884348705e-06 5.81400339811654e-11 1.38725044016761e-08 9.22491251999142e-07 -2.46340635726841e-11 5.43749719700389e-09 3.06382759148791e-06 8.27740975538495e-11 8.43500720467221e-09 8.55895698615567e-23 1.24831472231943e-27 2.97854168534943e-25 3.96133036817440e-23 -1.05782752855962e-27 2.33495144010045e-25 1.31565836041369e-22 3.55445697319847e-27 3.62213193059840e-25
2008 2.32072717501475e-13 4.00012659529497e-06 5.88114106074233e-11 1.59262934049409e-08 9.15118572740139e-07 -1.47412981917039e-11 8.22142616903454e-09 3.08500802255483e-06 7.35527087991272e-11 7.70486723590640e-09 8.58860337382298e-23 1.26272973499469e-27 3.41950720837334e-25 3.92967086118156e-23 -6.33015782714058e-28 3.53041669311467e-25 1.32475358864644e-22 3.15847525270344e-27 3.30859772363200e-25
2016 2.32997310001481e-13 4.02371206279535e-06 5.99072149302988e-11 1.20973131877508e-08 9.18506713307282e-07 -3.54955607164826e-12 7.40585943152895e-09 3.10520534948807e-06 6.34567710019471e-11 4.69145375622184e-09 8.63924332756475e-23 1.28625756212789e-27 2.59739341701630e-25 3.94422009846829e-23 -1.52423822227976e-28 3.18019881543264e-25 1.33342665566612e-22 2.72493894648375e-27 2.01458801859996e-25
2024 2.33921902501487e-13 4.04235062113731e-06 6.06026871445907e-11 1.44394742809758e-08 9.17661007506937e-07 7.70058535589375e-12 7.96238452493978e-09 3.12468961363037e-06 5.29021017886969e-11 6.47708975603606e-09 8.67926185729009e-23 1.30118992705127e-27 3.10027481809421e-25 3.94058849755914e-23 3.30675901336887e-28 3.41917991670616e-25 1.34179352170210e-22 2.27170395276565e-27 2.78136971948226e-25
2032 2.34846495001492e-13 4.06745495466032e-06 6.03282623019117e-11 3.89688442410561e-09 9.24122559853347e-07 1.79105859105149e-11 -1.57109948061051e-09 3.14333239480697e-06 4.24176763913968e-11 5.46798390471613e-09 8.73316294228248e-23 1.29529779820598e-27 8.36693387445246e-26 3.96833547454121e-23 7.69110251456184e-28 -6.74656162915163e-26 1.34979904100238e-22 1.82148534495578e-27 2.34804293780566e-25
2040 2.35771087501498e-13 4.09450434024797e-06 5.90911351005600e-11 8.91347387796178e-09 9.33889947469418e-07 2.64995074180045e-11 5.92851472051092e-09 3.16061439277855e-06 3.25916276825556e-11 2.98495915745086e-09 8.79124021528458e-23 1.26873565172823e-27 1.91379672610337e-25 4.01027825621791e-23 1.13793277984062e-27 2.54580250486220e-25 1.35722021743513e-22 1.39953852361584e-27 1.28179094734454e-25
2048 2.36695680001504e-13 4.11719323665569e-06 5.78462145559305e-11 1.56881849628396e-08 9.40166966047549e-07 3.41570517974489e-11 1.03197083195887e-08 3.17702627060814e-06 2.36891627584816e-11 5.36847664325088e-09 8.83995515657291e-23 1.24200617571034e-27 3.36838335215407e-25 4.03723281460669e-23 1.46676043029475e-27 4.43145383422312e-25 1.36426774985391e-22 1.01725192112593e-27 2.30531287008502e-25
2056 2.37620272501510e-13 4.14303981620270e-06 5.66696657137198e-11 1.69101235611758e-08 9.50545018708067e-07 4.05982592942562e-11 1.27773107132394e-08 3.19249479749463e-06 1.60714064194636e-11 4.13281284793639e-09 8.89544990530420e-23 1.21674469681724e-27 3.63074369796460e-25 4.08179789322129e-23 1.74335655854550e-27 5.48678904458625e-25 1.37091019173871e-22 6.90132835088972e-28 1.77469835134296e-25
2064 2.38544865001515e-13 4.17395062950121e-06 5.50168965389259e-11 2.23718210849101e-08 9.67230810381118e-07 4.50080368952552e-11 1.94155066272223e-08 3.20671981912009e-06 1.00088596436707e-11 2.95631445768773e-09 8.96181798367838e-23 1.18125837264069e-27 4.80341542876230e-25 4.15344944886287e-23 1.93271971933295e-27 8.33734041913480e-25 1.37701865184939e-22 4.29797025948436e-28 1.26949043838980e-25
2072 2.39469457501521e-13 4.20383863042494e-06 5.36434652303883e-11 3.03749137440799e-08 9.83416969133860e-07 4.78822936205911e-11 2.44189520819539e-08 3.22042166129108e-06 5.76117160979723e-12 5.95596166212599e-09 9.02598999910217e-23 1.15176966399808e-27 6.52174576096758e-25 4.22295549791469e-23 2.05614506810810e-27 1.04859028453236e-24 1.38290245002897e-22 2.47394259888062e-28 2.55758867661155e-25
2080 2.40394050001527e-13 4.23426362123112e-06 5.23857348613740e-11 3.33673333031192e-08 1.00067474309767e-06 4.88185691795083e-11 2.89982081855444e-08 3.23358887813344e-06 3.56716568186567e-12 4.36912511757482e-09 9.09131497631510e-23 1.12476515043248e-27 7.16424304470077e-25 4.29706324033696e-23 2.09635029278076e-27 1.24523113318529e-24 1.38855667122932e-22 1.53180008084208e-28 1.87617475754868e-25
2088 2.41318642501532e-13 4.25417272856131e-06 5.24134574935842e-11 3.04907189107362e-08 1.00802318310958e-06 4.89496627396888e-11 2.60627347896983e-08 3.24614954545173e-06 3.46379475389533e-12 4.42798412103795e-09 9.13406148003501e-23 1.12536037832555e-27 6.54661009016708e-25 4.32861865998433e-23 2.10197966758393e-27 1.11917703909243e-24 1.39395043000857e-22 1.48741089067168e-28 1.90144978940982e-25
2096 2.42243235001538e-13 4.28190779545870e-06 5.28868684769377e-11 2.95704418000575e-08 1.02311070573914e-06 4.74717028658114e-11 2.20936670298793e-08 3.25879708971956e-06 5.41516561112632e-12 7.47677477017822e-09 9.19361096764581e-23 1.13552490455234e-27 6.34901896625305e-25 4.39340698338956e-23 2.03851362041388e-27 9.48738689501153e-25 1.39938149519021e-22 2.32536188690799e-28 3.21065103749457e-25
2104 2.43167827501544e-13 4.30735258886766e-06 5.25051932196468e-11 2.58648670476216e-08 1.03580925344565e-06 4.31437179073488e-11 2.01499903176559e-08 3.27154333542201e-06 9.36147531229808e-12 5.71487672996576e-09 9.24824304823432e-23 1.12733002040460e-27 5.55340135109661e-25 4.44793665242703e-23 1.85266277129411e-27 8.65273989219624e-25 1.40485494440416e-22 4.01997269515091e-28 2.45406280999699e-25
2112 2.44092420001549e-13 4.33575922929260e-06 5.28893746129477e-11 2.12716637192835e-08 1.05129225603618e-06 3.77241975891963e-11 1.42717642364971e-08 3.28446697325643e-06 1.51651770237514e-11 6.99989948278639e-09 9.30923445987604e-23 1.13557871336983e-27 4.56720252306900e-25 4.51442323234795e-23 1.61993958426430e-27 6.12853216276504e-25 1.41040456874041e-22 6.51217842475355e-28 3.00587288337297e-25
2120 2.45017012501555e-13 4.35808315545769e-06 5.43942409674200e-11 1.36839874894944e-08 1.05993224344821e-06 3.17362692569040e-11 3.84818935211363e-09 3.29815091200948e-06 2.26579717105160e-11 9.83579813738074e-09 9.35716577980076e-23 1.16788944139623e-27 2.93806554167210e-25 4.55152477064630e-23 1.36280801479135e-27 1.65247630370237e-25 1.41628067889552e-22 9.72970868001110e-28 4.22365477964183e-25
2128 2.45941605001561e-13 4.39368634951629e-06 5.61221196185590e-11 1.24015203692230e-09 1.08118828033910e-06 2.47121908444850e-11 -6.92373492812392e-09 3.31249806917719e-06 3.14099287740740e-11 8.16388696504621e-09 9.43360878862209e-23 1.20498842828875e-27 2.66270922047627e-26 4.64280171691593e-23 1.06118244313140e-27 -2.97316656093261e-25 1.42244158603282e-22 1.34879441344610e-27 3.50570840502786e-25
2136 2.46866197501566e-13 4.42811119958875e-06 5.85502410299183e-11 -1.09913549048508e-08 1.10049156258818e-06 1.77605917024277e-11 -2.13152782915468e-08 3.32761963700057e-06 4.07896493274906e-11 1.03239233866961e-08 9.50752179523128e-23 1.25712220768009e-27 -2.35993500630011e-25 4.72569321102279e-23 7.62669251498102e-28 -9.15313386651731e-25 1.42893503794398e-22 1.75157516386207e-27 4.43326385391708e-25
2144 2.47790790001572e-13 4.46613401128202e-06 6.01336588612276e-11 -9.64360765993875e-09 1.12216982416790e-06 9.54449966563400e-12 -2.13075762757836e-08 3.34396418711412e-06 5.05891591955936e-11 1.16639686158449e-08 9.58915992367832e-23 1.29111950102613e-27 -2.07056250123173e-25 4.81878326010333e-23 4.09856638668065e-28 -9.14982649326332e-25 1.43595365872533e-22 2.17238236338419e-27 5.00870149079987e-25
2152 2.48715382501578e-13 4.49889344099550e-06 6.05987223970510e-11 -1.19629724473895e-08 1.13754628073739e-06 1.67830454702388e-13 -2.14659147727800e-08 3.36134716025811e-06 6.04308919423486e-11 9.50294232539057e-09 9.65949713472874e-23 1.30110480063518e-27 -2.56854934649947e-25 4.88481231374652e-23 7.20691795695974e-30 -9.21781966883477e-25 1.44341819557110e-22 2.59500268331340e-27 4.08072097583582e-25
2160 2.49639975001583e-13 4.53340428334492e-06 6.05959122474273e-11 -6.47981277300849e-09 1.15352455472211e-06 -9.13525968665970e-12 -1.80403086157797e-08 3.37987972862281e-06 6.97311719340870e-11 1.15604958427712e-08 9.73359477388455e-23 1.30104446439340e-27 -1.39126951405642e-25 4.95342567114099e-23 -3.92283195526260e-28 -7.74680759476654e-25 1.45137638766281e-22 2.99437212431307e-27 4.96426856665370e-25
2168 2.50564567501589e-13 4.56900200600871e-06 5.89811333204005e-11 -2.31760140401197e-09 1.16930179672098e-06 -1.90695396415124e-11 -1.23583507689590e-08 3.39970020928773e-06 7.80506729619129e-11 1.00407493649471e-08 9.81002603516770e-23 1.26637382232684e-27 -4.97608232226617e-26 5.02117576386080e-23 -8.18877645997438e-28 -5.30688069892660e-25 1.45988763064746e-22 3.35162529065112e-27 4.31166423447336e-25
2176 2.51489160001595e-13 4.59883003695430e-06 5.62563616129554e-11 4.36305711442536e-09 1.17825756238472e-06 -2.88540999630401e-11 -3.30932213995072e-09 3.42057247456958e-06 8.51104615759955e-11 7.67237925437608e-09 9.87406929007745e-23 1.20787071518272e-27 9.36784528199982e-26 5.05963330632220e-23 -1.23904288720601e-27 -1.42107778937191e-25 1.46885052738327e-22 3.65478431757145e-27 3.29464684577188e-25
2184 2.52413752501600e-13 4.63574914426447e-06 5.48900143120205e-11 9.28165804590670e-09 1.19335818903852e-06 -3.56412224717332e-11 -1.60287841045716e-10 3.44239095522595e-06 9.05312367837537e-11 9.44194588695242e-09 9.95333767372702e-23 1.17853410605533e-27 1.99284891886946e-25 5.12447790057991e-23 -1.53049317953064e-27 -6.88302562227547e-27 1.47821974468741e-22 3.88756139164130e-27 4.05452809396167e-25
2192 2.53338345001606e-13 4.67346789385527e-06 5.34265428448480e-11 3.40772085584773e-08 1.20825828191976e-06 -4.04370862994193e-11 2.90209531736245e-08 3.46520961193550e-06 9.38636291442673e-11 5.05625538485274e-09 1.00343229556361e-22 1.14711216057182e-27 7.31665914623948e-25 5.18846136957344e-23 -1.73643552295201e-27 1.24620784068046e-24 1.48801845416987e-22 4.03065984409564e-27 2.17123988567440e-25
2200 2.54262937501612e-13 4.71552583996606e-06 5.27284478736796e-11 4.15607042472637e-08 1.22678063783635e-06 -4.23104387782847e-11 3.71471235980108e-08 3.48874520212971e-06 9.50388866519643e-11 4.41358064925299e-09 1.01246248521531e-22 1.13212348288427e-27 8.92342770192219e-25 5.26799943654533e-23 -1.81688038406850e-27 1.59515907040021e-24 1.49812502677608e-22 4.08112734983704e-27 1.89526469984227e-25
2208 2.55187530001617e-13 4.75197694697485e-06 5.11725827433200e-11 5.78660972086880e-08 1.23914104735590e-06 -4.29923061918499e-11 5.07500700064535e-08 3.51283589961895e-06 9.41648889351698e-11 7.11602720223450e-09 1.02028884003627e-22 1.09871776886627e-27 1.24243307274593e-24 5.32107708415095e-23 -1.84616090121780e-27 2.17929214036306e-24 1.50846997165744e-22 4.04359643895035e-27 3.05574005128808e-25
2216 2.56112122501623e-13 4.78483950041476e-06 4.97856624877955e-11 7.84208102085787e-08 1.24756668787610e-06 -4.14068404357195e-11 7.79688527771169e-08 3.53727281253867e-06 9.11925029235149e-11 4.51957431461787e-10 1.02734470266017e-22 1.06893944135076e-27 1.68375979882123e-24 5.35725818136097e-23 -1.77807837323881e-27 3.34811179627316e-24 1.51896358718425e-22 3.91595725594033e-27 1.94078013693006e-26
2224 2.57036715001629e-13 4.81080155929509e-06 4.99402242691837e-11 8.88959604160657e-08 1.24900806569800e-06 -3.61172888647540e-11 8.50668711859494e-08 3.56179349359709e-06 8.60575131339378e-11 3.82908923011631e-09 1.03291897190338e-22 1.07225801091467e-27 1.90866995671260e-24 5.36344769668216e-23 -1.55093625967751e-27 3.65291247395801e-24 1.52949317413855e-22 3.69545228150686e-27 1.64427439467181e-25
2232 2.57961307501634e-13 4.85209714364292e-06 5.06087092554790e-11 6.57861685476001e-08 1.26608130260408e-06 -2.84590335182478e-11 5.65955724892900e-08 3.58601584103884e-06 7.90677427737268e-11 9.19059605831018e-09 1.04178547616530e-22 1.08661093768304e-27 1.41248356940349e-24 5.43676300638567e-23 -1.22207807911909e-27 2.43030770774451e-24 1.53989465169203e-22 3.39529995448517e-27 3.94659431062463e-25
2240 2.58885900001640e-13 4.88820942004950e-06 5.10326691646604e-11 9.15292543661778e-08 1.27863113403934e-06 -1.96071074027839e-11 9.11636420508041e-08 3.60957828601015e-06 7.06397765674443e-11 3.65612315373752e-10 1.04953908124737e-22 1.09571370835696e-27 1.96520896058013e-24 5.49065406310003e-23 -8.41961696854955e-28 3.91471792222011e-24 1.55001275618473e-22 3.03338911356887e-27 1.56999989401520e-26
2248 2.59810492501646e-13 4.90971705993876e-06 5.13656472713767e-11 3.53319700053897e-08 1.27728683360542e-06 -9.85332683418923e-12 2.61354980854470e-08 3.63243022633334e-06 6.12189741055659e-11 9.19647191994270e-09 1.05415694981016e-22 1.10286302431640e-27 7.58606682971055e-25 5.48488141417646e-23 -4.23118189264496e-28 1.12230161564005e-24 1.55982575820266e-22 2.62884423789729e-27 3.94911750302061e-25
2256 2.60735085001652e-13 4.94067764178137e-06 5.22769038000680e-11 2.66671770492167e-08 1.28656452520683e-06 1.22960814967659e-12 9.48460021493531e-09 3.65411311657454e-06 5.10472956503914e-11 1.71825768342814e-08 1.06080444336653e-22 1.12242845733530e-27 5.72566395885148e-25 5.52472135998363e-23 5.28014124113680e-29 4.07284456952786e-25 1.56913675073469e-22 2.19205550225923e-27 7.37848334817510e-25
2264 2.61659677501657e-13 4.96548301653390e-06 5.34306931143541e-11 1.95599731053238e-08 1.29111453522775e-06 1.26199369629504e-11 1.54396456252110e-08 3.67436848130615e-06 4.08107561514037e-11 4.12032748011279e-09 1.06613036293965e-22 1.14720127029830e-27 4.19968835991008e-25 5.54425985732145e-23 5.41921014724469e-28 6.63003979240511e-25 1.57783474014715e-22 1.75248152587214e-27 1.76933692741505e-25
2272 2.62584270001663e-13 4.98968257736989e-06 5.43756985442028e-11 -4.97592594618644e-08 1.29666481236857e-06 2.32568300055647e-11 -6.73949263360050e-08 3.69301776500133e-06 3.11188685386380e-11 1.76356668741406e-08 1.07132620924325e-22 1.16749132019979e-27 -1.06837254649834e-24 5.56809366749804e-23 9.98686835987457e-28 -2.89404986526573e-24 1.58584305173670e-22 1.33629580441212e-27 7.57304772269054e-25
2280 2.63508862501669e-13 5.03710575644535e-06 5.55329748431177e-11 -3.53117457892689e-08 1.32723895734667e-06 3.30764801989533e-11 -6.17088842081149e-08 3.70986679909869e-06 2.24564946441644e-11 2.63971384188460e-08 1.08150835888532e-22 1.19233900161316e-27 -7.58172452286927e-25 5.69938411466515e-23 1.42035889446629e-27 -2.64988178988163e-24 1.59307830630412e-22 9.64319108760036e-28 1.13353688530778e-24
2288 2.64433455001674e-13 5.06983202204758e-06 5.64664879998571e-11 -5.47550768066141e-08 1.34501443424589e-06 4.14720633955311e-11 -6.12969657947693e-08 3.72481758780169e-06 1.49944246043260e-11 6.54188898815522e-09 1.08853495938077e-22 1.21238230288496e-27 -1.17563688596347e-24 5.77571495931770e-23 1.78087915526080e-27 -2.63219333032757e-24 1.59949842282978e-22 6.43885450509110e-28 2.80919558400637e-25
2296 2.65358047501680e-13 5.10072668408829e-06 5.61587328549956e-11 -6.12642185549553e-08 1.36283198183794e-06 4.68843730945179e-11 -8.54288754008030e-08 3.73789470225036e-06 9.27435976047771e-12 2.41646568458477e-08 1.09516829940926e-22 1.20577454482405e-27 -1.31539355478053e-24 5.85222646249976e-23 2.01329270634975e-27 -3.66845753508026e-24 1.60511395256855e-22 3.98256383298355e-28 1.03767042551921e-24
2304 2.66282640001686e-13 5.14938597561755e-06 5.64693638877105e-11 -6.12913992058890e-08 1.40036273658456e-06 5.10237065103490e-11 -9.27538429431925e-08 3.74902323903299e-06 5.44565737736148e-12 3.14624437373034e-08 1.10561585264139e-22 1.21244405058101e-27 -1.31597714588633e-24 6.01338974529092e-23 2.19104254547935e-27 -3.98300378480000e-24 1.60989273075369e-22 2.33845555682679e-28 1.35104949302733e-24
2312 2.67207232501691e-13 5.17060899178658e-06 5.73899064632784e-11 -3.50556715803209e-08 1.41230519766508e-06 5.37624536272440e-11 -3.86898088439032e-08 3.75830379412149e-06 3.62745283603442e-12 3.63413726358227e-09 1.11017261013218e-22 1.23220886272364e-27 -7.52674326758834e-25 6.06467265301119e-23 2.30864888701804e-27 -1.66140453234736e-24 1.61387795496324e-22 1.55768838429233e-28 1.56055878829689e-25
2320 2.68131825001697e-13 5.16914553827593e-06 5.76435592796970e-11 -4.32809725414605e-08 1.40323543170069e-06 5.37981702249149e-11 -7.06331414722259e-08 3.76591010657524e-06 3.84538905478207e-12 2.73521689307655e-08 1.10985839453276e-22 1.23765499894701e-27 -9.29278356412908e-25 6.02572557435961e-23 2.31018261693358e-27 -3.03310419158042e-24 1.61714423162955e-22 1.65127380960441e-28 1.17454747875461e-24
2328 2.69056417501703e-13 5.18483435955743e-06 5.80830939346628e-11 9.10932945525729e-09 1.41309225321439e-06 5.18204685789807e-11 -2.23300793299439e-08 3.77174210634304e-06 6.26262535568208e-12 3.14394087852012e-08 1.11322691450780e-22 1.24709217232295e-27 1.95584854201142e-25 6.06805240001925e-23 2.22525682959143e-27 -9.58890625594059e-25 1.61964858901368e-22 2.68927515054479e-28 1.35006033399634e-24
2336 2.69981010001708e-13 5.17353362108477e-06 5.72791027151319e-11 5.73280294189227e-08 1.39763876936943e-06 4.66787125962503e-11 6.07845160560188e-08 3.77589485171534e-06 1.06003901188816e-11 -3.45648663709617e-09 1.11080055228499e-22 1.22982981440481e-27 1.23088031129094e-24 6.00169257848545e-23 2.00446130360684e-27 2.61018788899817e-24 1.62143184672143e-22 4.55198325202770e-28 -1.48427266416297e-25
2344 2.70905602501714e-13 5.17586319568117e-06 5.70612626794263e-11 1.15064907704146e-07 1.39733057124651e-06 4.05706427027185e-11 8.49899774690166e-08 3.77853262443466e-06 1.64906199767078e-11 3.00749302351291e-08 1.11130073126087e-22 1.22515260826884e-27 2.47053894663947e-24 6.00036912465206e-23 1.74217065632164e-27 3.64961053027727e-24 1.62256455005653e-22 7.08134560216046e-28 1.29146736300166e-24
2352 2.71830195001720e-13 5.21574768450432e-06 5.68181880035160e-11 1.55403621769552e-07 1.43617261529215e-06 3.29960829252353e-11 1.25649103277580e-07 3.77957506921217e-06 2.38221050782808e-11 2.97545184919720e-08 1.11986426161695e-22 1.21993359349049e-27 3.33664457470967e-24 6.16716330108088e-23 1.41690650224894e-27 5.39558079785260e-24 1.62301219312581e-22 1.02296068473203e-27 1.27770835156673e-24
2360 2.72754787501725e-13 5.25343433704162e-06 5.58572932921396e-11 1.86969364654235e-07 1.47411672264550e-06 2.35976676828871e-11 1.95770776840904e-07 3.77931761439612e-06 3.22596256092524e-11 -8.80141218666868e-09 1.12795589830441e-22 1.19930238754385e-27 4.01438723954308e-24 6.33010158849156e-23 1.01332297089789e-27 8.40672170950503e-24 1.62290163775967e-22 1.38528180418980e-27 -3.77947230418867e-25
2368 2.73679380001731e-13 5.26911588753845e-06 5.51615930353203e-11 2.10839575127579e-07 1.49129107428775e-06 1.38716083480592e-11 1.71045368819286e-07 3.77782481325071e-06 4.12899846872611e-11 3.97942063082935e-08 1.13132285718172e-22 1.18436512635837e-27 4.52690044461606e-24 6.40385110163513e-23 5.95669859042083e-28 7.34497169887588e-24 1.62226060419993e-22 1.77306039367467e-27 1.70882919035624e-24
2376 2.74603972501737e-13 5.28807404782181e-06 5.45430623247897e-11 2.06535640831577e-07 1.51330320291535e-06 4.19898861293303e-12 1.73150911782180e-07 3.77477084490647e-06 5.03440737118567e-11 3.33847290493972e-08 1.13539333134028e-22 1.17108475929818e-27 4.43449140771498e-24 6.49837483116829e-23 1.80311532190503e-28 7.43538720430568e-24 1.62094917956374e-22 2.16185798640586e-27 1.43359561112428e-24
2384 2.75528565001742e-13 5.30002985629681e-06 5.43992222057437e-11 1.95141090814238e-07 1.52968692913525e-06 -4.55572239182103e-12 2.00937663894966e-07 3.77034292716156e-06 5.89549445975647e-11 -5.79657308072737e-09 1.13796034252253e-22 1.16799639271203e-27 4.18984097380817e-24 6.56872926767715e-23 -1.95630272054976e-28 8.62859640535528e-24 1.61904775827734e-22 2.53162305747903e-27 -2.48914457738933e-25
2392 2.76453157501748e-13 5.28177618485006e-06 5.36029614436666e-11 2.12438904650647e-07 1.51734496258490e-06 -1.30927817179046e-11 1.53193073935981e-07 3.76443122226516e-06 6.66957431615712e-11 5.92458307146665e-08 1.13404112795675e-22 1.15090001412325e-27 4.56123937517349e-24 6.51573081723881e-23 -5.62225752391876e-28 6.57836456076390e-24 1.61650917418962e-22 2.86402578063838e-27 2.54411418958308e-24
2400 2.77377750001754e-13 5.28594764803760e-06 5.35462644480732e-11 1.65145790872970e-07 1.52956604003645e-06 -1.97275382109679e-11 1.23409240621095e-07 3.75638160800115e-06 7.32738026590411e-11 4.17365502518745e-08 1.13493677568071e-22 1.14968268263127e-27 3.54581702072272e-24 6.56821014984572e-23 -8.47133195410514e-28 5.29939738210266e-24 1.61305253637685e-22 3.14649856067305e-27 1.79223665934277e-24
2408 2.78302342501759e-13 5.28491988452440e-06 5.46495794875782e-11 1.49780212645917e-07 1.53858006756268e-06 -2.37642518028000e-11 1.45899039122288e-07 3.74633981696171e-06 7.84138312903782e-11 3.88117352362891e-09 1.13471610633521e-22 1.17337177107619e-27 3.21590531953598e-24 6.60691787840341e-23 -1.02047636917279e-27 6.26514661369517e-24 1.60874042483008e-22 3.36721991132517e-27 1.66664025376795e-25
2416 2.79226935001765e-13 5.25172782027194e-06 5.44196021179998e-11 1.19730137527516e-07 1.51790330714197e-06 -2.77046163782994e-11 3.66419298696012e-08 3.73382451312997e-06 8.21242184962993e-11 8.30882076579148e-08 1.12758949500851e-22 1.16843396632124e-27 2.57070529799391e-24 6.51812844133011e-23 -1.18968215644479e-27 1.57346521418398e-24 1.60336614588401e-22 3.52655008908727e-27 3.56794538180384e-24
2424 2.80151527501771e-13 5.23347382538107e-06 5.31403080252911e-11 5.06945243851678e-08 1.51516516989990e-06 -3.12212928551243e-11 2.03756232178766e-09 3.71830865548117e-06 8.43616008804154e-11 4.86569620633801e-08 1.12367021099660e-22 1.14096646173358e-27 1.08845345965031e-24 6.50637042607984e-23 -1.34069407436273e-27 8.74963040012971e-26 1.59670337938521e-22 3.62262699782988e-27 2.08941061529933e-24
2432 2.81076120001776e-13 5.21043890401079e-06 5.36334884105491e-11 -4.40753462786361e-09 1.51086277510865e-06 -3.10579066800373e-11 -1.95240422383430e-08 3.69957612890214e-06 8.46913950905864e-11 1.51165076104794e-08 1.11872442244008e-22 1.15155545340627e-27 -9.46334219012876e-26 6.48789522958828e-23 -1.33367800114025e-27 -8.38394740987093e-25 1.58865932192133e-22 3.63678890795279e-27 6.49127897184518e-25
2440 2.82000712501782e-13 5.16420221463941e-06 5.40773966665893e-11 -1.54150544578453e-09 1.48717695566605e-06 -2.92152213866630e-11 -1.05124551912650e-07 3.67702525897336e-06 8.32926180532523e-11 1.03583046466866e-07 1.10879702197239e-22 1.16108653162259e-27 -3.30973996873096e-26 6.38618439422835e-23 -1.25455003980931e-27 -4.51422253630970e-24 1.57897560452194e-22 3.57672310305449e-27 4.44802773693508e-24
